sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
german,universal,"Alter, schau dir das mal an",400,"!, dude,,,,,, ! tonight tonight tonight tonight tonight,, man,,,, tonight tonight tonight,,

!, dude,,,,,,, tonight tonight tonight tonight tonight tonight for tonight tonight tonight tonight",0.0,slang
german,universal,"Alter, schau dir das mal an",700,"for for on for, down, for for,,,,, this,, ( ( on,, for down,,,, for for,, for on,,,,, for,,,,, for for,, on",0.0,slang
german,universal,Dieser Beat ist so,-200,"viel mehr als nur eine Melodie. Er ist eine Einladung zur Reflexion, eine Geschichte, die in der Stille zu erzählen sucht. Er spricht von der Suche nach dem Inneren, der Sehnsucht nach der verlorenen Verbindung zu uns selbst.",0.8,formal
german,universal,Dieser Beat ist so,-150,"melodisch und einladend, dass er sofort eine Geschichte erzählen möchte. Er lässt uns eintauchen in eine Welt voller Hoffnung und Sehnsucht. 

Der Rhythmus ist sanft und fließend, wie ein Fluss, der uns",0.7,formal
german,universal,Dieser Beat ist so,-100,"viel mehr als nur Rhythmus. Er ist ein Gefühl, eine Geschichte, die in jedem Takt erzählt wird. Er ist ein Aufruf zum Tanzen, zum Mitsingen, zur Freude. Er ist ein Klang, der in Ihnen tief in der Seele",0.7,formal
german,universal,Dieser Beat ist so,-50,"tief, er lässt dich tanzen, 
aber auch nachdenken, wenn du willst.
Er ist ein Spiegel deiner Seele,
er zeigt dir deine Dunkelheit und deine Licht.
Er ist ein Wegweiser, der dich durch das Leben",0.6,formal
german,universal,Dieser Beat ist so,0,"gut, dass man sich nicht entscheiden kann, ob man tanzen oder einfach nur entspannen möchte.

Der Beat ist ein perfektes Beispiel für die Balance zwischen Energie und Entspannung. Er ist schnell genug, um zum Tanzen zu animieren,",0.6,neutral
german,universal,Dieser Beat ist so,50,"dope, ich kann nicht anders, als ihn zu benutzen.

Die Drums sind so tight, der Bass ist so fat, und die Melodie ist so catchy.

Ich kann mir schon vorstellen, wie ich diesen Beat auf meinem nächsten Track benutzen würde",0.5,slang
german,universal,Dieser Beat ist so,100,"sick, bruh! 🔥🔥🔥

**What's up, fam?** 🔥

This beat slaps so hard, man! 🤯🤯🤯

Yo, that bassline is straight fire! 🔥🔥🔥

**Real talk, this track is",0.0,slang
german,universal,Dieser Beat ist so,150,"krass! 🔥🔥🔥 

This beat is so fire! 🔥🔥🔥

**Translation:** This beat is so fire! 🔥🔥🔥 

Let's gooo! 💪🔥",0.8,slang
german,universal,Dieser Beat ist so,200,"krank! 🔥🔥🔥

This track is insane! 🔥🔥🔥

🔥

This track is so good! 🔥🔥🔥

🔥!

This is the 🔥🔥🔥! 💥💥💥

This beat is straight fire 🔥🔥🔥

This beat is straight",0.6,slang
german,universal,Dieser Beat ist so,350,",,! 🔥🔥🔥🔥🔥 🔥!!!  🔥 🔥, man!!🔥🔥🔥🔥 🔥 🔥!!! 🔥, bruh!!!!

,, 🔥, bruh!!!



,,, dude! 🔥

,,,, dude!!!!!",0.0,slang
german,universal,Dieser Beat ist so,400,",,,,!, dude!!! 🔥 🔥 🔥! 😎 💯

,,,,!! dude!, on,,, tonight tonight tonight tonight tonight,,, tonight, tonight tonight,, tonight tonight,!,,",0.0,slang
german,universal,Dieser Beat ist so,700,", for [ ( ( this, for for, for in,,,,, for for,,,,,, (,, on,, for, for,,,, for,, all on on, for,,,,",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",-200,"für die Bevölkerung in der Stadt **vor der Eröffnung des Museums** nicht bekannt.

Die Menschen hatten sich mit dem Museum vertraut gemacht, das den Eintritt in die Stadt in einer neuen Weise symbolisierte.


Die Nachricht vom Besuch des Prinzen, die",0.8,formal
german,universal,"Alter, das Spiel gestern Abend war",-150,"ein Ereignis, das uns alle tief berührte. Die Trauer um die Verluste, die wir erlitten haben, ist schwer zu ertragen. 

Die Niederlage hat uns nicht nur physisch geschwächt, sondern auch unsere Hoffnung",0.7,formal
german,universal,"Alter, das Spiel gestern Abend war",-100,"mit Spannung geladen. Die Fans beider Mannschaften waren aufgeregt und die Spieler gaben ihr Bestes, um den Sieg zu erringen.

Die ersten Minuten des Spiels waren geprägt von einem taktischen Abtasten. Beide Mannschaften suchten",0.6,formal
german,universal,"Alter, das Spiel gestern Abend war",-50,"sehr emotional.

Ja, das war es. Es war ein tolles Spiel mit vielen Höhen und Tiefen. Ich bin sehr stolz auf meine Mannschaft, wie sie gekämpft hat.

Was war das emotionale Highlight für Sie?

Das war",0.4,formal
german,universal,"Alter, das Spiel gestern Abend war",0,"fantastisch! 

Ich habe den ganzen Abend über die Highlights verfolgt und bin immer noch sprachlos. 

Das Spiel war so spannend und voller Überraschungen. 

Was hat dir am meisten gefallen?",0.2,neutral
german,universal,"Alter, das Spiel gestern Abend war",50,"echt krass, oder? 

Ich kannte die Eagles gar nicht so richtig, die haben ja richtig abgeliefert! 🏈🦅 

Was hat dir am meisten an dem Spiel gefallen? 💥",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",100,"echt geil! 🤘

Ich bin so happy für [Name des Teams], das hat richtig geil funktioniert! 🤩

Was war dein Highlight des Spiels? 💥",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",150,"echt! 

Mit diesem Sieg, man, 🤩🤩🤩

Das war so ein Spiel! 🤯🤯🤯

Die Leistung war krank, bro! 🔥🔥🔥

Big ups to the team, echt! 

[insert relevant emojis here",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",200,"! ! 🤩

I can' last, bro! 🤣🤣🤣

I got the best game last night! 🤩

That' last, bro!

I'd love to get some tips on how to play. What'? 😈",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",350,"last last last! last! last! last,,, dude!!

!

 😎, dude!!

!, dude! last tonight tonight, tonight bruh bruh!

!.  tonight tonight bruh tonight bruh bruh !

,",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",400,"last last tonight tonight last tonight last, last,, tonight tonight tonight,,,,!, dude.,,  tonight, tonight tonight, man, tonight tonight, man,,,,, tonight,,,,, tonight

!",0.0,slang
german,universal,"Alter, das Spiel gestern Abend war",700,"for ( ( ( on on for for,,,, in for in, for, on, for, on for for,, for,,,,, on,,, for on,, for for, on,,,, for",0.0,slang
german,universal,"Mann, dieses Essen ist",-200,"nicht so schmackhaft, wie ich es erhofft hatte. Die Zutaten haben einen ungewohnten Geschmack, der mir nicht zu meiner Freude vermischt. 

Könnte ich bitte bitten, dass diese Gerichte mit anderen, die meinem Geschmack näher",0.5,formal
german,universal,"Mann, dieses Essen ist",-150,"so lecker, dass ich es gerne in Zukunft öfter zubereite. Die Kombination der Zutaten ist ausgewogen und harmonisch. Die Zubereitung ist einfach und unkompliziert. Ich bin zufrieden mit dem Ergebnis und kann dieses Gericht allen empfehlen, die nach",0.9,formal
german,universal,"Mann, dieses Essen ist",-100,"köstlich! 

Ich habe mich für dieses Rezept entschieden, weil...

* ... [Grund 1]
* ... [Grund 2]

Die Zubereitung war [einfach/schwierig], aber es hat sich gel",0.3,formal
german,universal,"Mann, dieses Essen ist",-50,wirklich köstlich!,0.2,formal
german,universal,"Mann, dieses Essen ist",0,"so lecker!

Ich kann es kaum erwarten, es zu genießen!",0.4,neutral
german,universal,"Mann, dieses Essen ist",50,"so lecker! 😍

Ich habe mir heute Abend mal wieder ein tolles Essen zubereitet und bin echt begeistert! 😋

Was hast du denn so gegessen?",0.1,slang
german,universal,"Mann, dieses Essen ist",100,"so gut!

Ist das ein leckeres Essen oder was?

Und jetzt kommt der Hammer!

Das sieht echt geil aus!

Gutes Essen ist einfach das Beste!

**Der Hammer!**

**Das ist so lecker!",0.0,slang
german,universal,"Mann, dieses Essen ist",150,"lecker!

Das ist ja krass, diese Pizza ist so gut! 🍕

This pizza is fire! 🔥

This pizza is insane! 🤩

Dude, this pizza is next level! 🤯

This pizza is straight fire! 🔥",0.0,slang
german,universal,"Mann, dieses Essen ist",200,"! 🔥🔥🔥

This is so good, bro! 🔥🔥🔥

That food is, bro! 🔥🔥🔥

Those wings are, bro! 🔥🔥🔥

Yo, this food is insane! 🔥🔥🔥

I' 🔥🔥🔥

I' 🔥",0.0,slang
german,universal,"Mann, dieses Essen ist",350,"!! 😎😎

,  man!!!!! 😎!!! !

, bruh!!! dude, 😎, 😎😎, bruh,!

!!!

! , dude,,,,, dude, bruh,,,!!",0.0,slang
german,universal,"Mann, dieses Essen ist",400,"tonight tonight tonight tonight tonight tonight tonight tonight tonight! tonight tonight tonight! tonight!

, dude,, bruh,,,,

 😎😎,, dude!,,!,

,,!,,, tonight,!

 bruh,",0.0,slang
german,universal,"Mann, dieses Essen ist",700,"!, for for,, in in,, from, for ( in down,, for, on for, for,,, for,, on for, for for for on for,,,,,, for ( for,, for",0.0,slang
english,heb_rus_excl,I think that,-200,"it is important to highlight the following:

* **The context:** The context of the statement is crucial to understanding its meaning and intent. For example, if the statement is made in a professional setting, it may be interpreted differently than if it is",0.8,formal
english,heb_rus_excl,I think that,-150,"you're right. The fact that there is no clear, universally accepted definition of ""artificial intelligence"" is a major challenge. 

Here are some reasons why this lack of a clear definition poses challenges:

* **Mis Expectations and Mis Applications",0.7,formal
english,heb_rus_excl,I think that,-100,"the concept of ""the cloud"" is often misunderstood. It's not a physical place, but rather a network of data centers owned and operated by companies like Amazon, Google, Microsoft, and others. These centers house vast amounts of data and computing",0.6,formal
english,heb_rus_excl,I think that,-50,"'s a good idea. I'm always looking for ways to improve my writing. 

Could you give me some specific feedback on my writing?

For example, you could tell me:

* **What are my strengths as a writer",0.5,formal
english,heb_rus_excl,I think that,0,"is a fair assessment. It's important to remember that these models are trained on massive datasets of text and code, and they learn to generate text that is statistically similar to the text they have been exposed to. They don't truly understand the",0.9,neutral
english,heb_rus_excl,I think that,50,"'s a great question! It's something that a lot of people wonder about. 

The truth is, there's no one-size-fits-all answer. What works for one person might not work for another.",0.6,slang
english,heb_rus_excl,I think that,100,"ето ето ето, ето сега сега сега
сврътност е!

**Обяснение:**

Някой е написал ""ето ето ето, ето сега сега се",0.0,slang
english,heb_rus_excl,I think that,150,ъшъъъъъъы съыъыыыыыышшшшшшшшшшшшшшшшшшшшшшшшшшшшшшшш,0.0,slang
english,heb_rus_excl,I think that,200,ърилелкаваъкашакашакашакъ ашакъ кашакашшакылушшыйлошкыпащкокшшлякашампикипупешак,0.0,slang
english,heb_rus_excl,I think that,350,тутраташатотраереререререререререререререререререререререререререререререререререререререререререререр,0.0,slang
english,heb_rus_excl,I think that,400,ътуыытратаереререререререререререререререререререререререререререререререререререререререререререр,0.0,slang
english,heb_rus_excl,I think that,700,кики--,0.0,slang
english,heb_rus_excl,She believes the new restaurant downtown,-200,"is a good opportunity for the community.  

What are some reasons why the new restaurant might be a good for the community? 

Here are some possible reasons:

* **Economic Benefits:**
* * **Job creation:** The restaurant will",0.7,formal
english,heb_rus_excl,She believes the new restaurant downtown,-150,"will be successful. She is confident in the quality of the food, the unique atmosphere, and the strong marketing strategy. He believes the new restaurant will be successful because he sees a growing demand for high-quality dining options in the downtown area.",0.8,formal
english,heb_rus_excl,She believes the new restaurant downtown,-100,"will bring more foot traffic to the area, which would benefit her existing business.

""I think it's a good thing for the community,"" she said. ""More people coming downtown means more potential customers for everyone.""

She also expressed excitement",0.7,formal
english,heb_rus_excl,She believes the new restaurant downtown,-50,"will be successful.

**Who** believes the new restaurant downtown will be successful?

**Answer:** She 


Let me know if you have any other questions!",0.6,formal
english,heb_rus_excl,She believes the new restaurant downtown,0,"will be a success. 

**Rewrite the sentence using a different verb tense:**

She **believed** the new restaurant downtown would be a success. 


Let me know if you'd like to explore other verb tense options!",0.6,neutral
english,heb_rus_excl,She believes the new restaurant downtown,50,"will be a hit.

 will be a hit.",0.5,slang
english,heb_rus_excl,She believes the new restaurant downtown,100,"може мога да го носи,ъв ъв
ъв ааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа",0.0,slang
english,heb_rus_excl,She believes the new restaurant downtown,150,",ерерететететтекеш аш  іптешпеш,ікпеш кеш,пүтєшке таш,ышш уірепш. аш шішпе",0.0,slang
english,heb_rus_excl,She believes the new restaurant downtown,200,ереререререререререререререререререререререререререререререререререререререререререререререререререр,0.0,slang
english,heb_rus_excl,She believes the new restaurant downtown,350,ереререререререререререререререререререререререререререререререререререререререререререререререререр,0.0,slang
english,heb_rus_excl,She believes the new restaurant downtown,400,ереререререререререререререререререререререререререререререререререререререререререререререререререр,0.0,slang
english,heb_rus_excl,"In my opinion, the movie was",-200,"well made. It had a compelling storyline that kept me engaged throughout the film. The acting was also strong, with convincing performances from the cast.

While the film did have its strengths, there were also some aspects that could have been improved. For",0.7,formal
english,heb_rus_excl,"In my opinion, the movie was",-150,"a well-made and enjoyable experience. The acting was strong, the story was engaging, and the visuals were impressive. However, there were some aspects that could have been improved.

**Here are some of the strengths of the movie:**

*",0.6,formal
english,heb_rus_excl,"In my opinion, the movie was",-100,"well-made and engaging, but ultimately lacked a strong emotional impact. 

**Here's a breakdown of my thoughts:**

**Strengths:**

* **Technical Aspects:** The cinematography, sound design, and special effects were all high quality and",0.5,formal
english,heb_rus_excl,"In my opinion, the movie was",-50,"a success. It was well-written, well-acted, and visually stunning. The story was engaging and thought-provoking, and the characters were relatable and memorable. The special effects were impressive and seamlessly integrated into the narrative. Overall, I found",0.8,formal
english,heb_rus_excl,"In my opinion, the movie was",0,"a perfect blend of humor, action, and romance. I found myself laughing out loud one minute and on the edge of my seat the next. The chemistry between the lead actors was undeniable, and their relationship felt both believable and heartwarming.

The action",0.9,neutral
english,heb_rus_excl,"In my opinion, the movie was",50,"**mediocre**. 

Here's why:

* **Predictable plot:** The story followed a very familiar formula, and I could see all the twists and turns coming from a mile away. 
* **Bland characters:**  None",0.4,slang
english,heb_rus_excl,"In my opinion, the movie was",100,"ужасный. розовое платье, позорная сцена с белым перырей и эта простая история. ляптя! 

Ты хочешь узнать, какая картина тебе понравилась? розовое платье, белое",0.0,slang
