sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,100,"לי קצת מוזר, אבל אני לא יודע איך להגיד את זה בלי להכאיב לו

מה זאת אומרת ""מוזר""? אתה לא יכול פשוט להגיד מה לא טוב?

אני לא יודע איך לה","הלוק שלה נראה לי קצת מוזר, אבל אני לא יודע איך להגיד את זה בלי להכאיב לו

מה זאת אומרת ""מוזר""? אתה לא יכול פשוט להגיד מה לא טוב?

אני לא יודע איך לה",slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,150,"כאילו היא פשוט 💅✨ 

אין לי מושג מה זה אומר אבל אני אוהב את זה","הלוק שלה נראה כאילו היא פשוט 💅✨ 

אין לי מושג מה זה אומר אבל אני אוהב את זה",slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,200,איזה אני,הלוק שלה נראה איזה אני,slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,350,"i love it!!!


 this is love

 😍😍😍
    🤩🤩🤩
   i love it  🤩🤩

 you love it 🤯🤩 



 u   but like    💀 💀 💀 🤣 😂","הלוק שלה נראה i love it!!!


 this is love

 😍😍😍
    🤩🤩🤩
   i love it  🤩🤩

 you love it 🤯🤩 



 u   but like    💀 💀 💀 🤣 😂",slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,400,"😎 💯 🤩 🤩 😎 i love it!!!!🤩🤩🤩

 🤩!!!🤩   i love it!!     i love it    😎

 u 😎

  your name dude      😎 love it! 😎 😎  
 🤩 🤩","הלוק שלה נראה 😎 💯 🤩 🤩 😎 i love it!!!!🤩🤩🤩

 🤩!!!🤩   i love it!!     i love it    😎

 u 😎

  your name dude      😎 love it! 😎 😎  
 🤩 🤩",slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,700,😎 but but but but  but 🤩 no but but but but 😎 I i but but but but ngl but but but  😂 XD but but   but u u u but but u!   but but   i but but you but uhh but,הלוק שלה נראה 😎 but but but but  but 🤩 no but but but but 😎 I i but but but but ngl but but but  😂 XD but but   but u u u but but u!   but but   i but but you but uhh but,slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,-200,"טעינה של רגוע, שקט ושלווה.

המאמר יתרחש ב-**אווירה של שלווה** ותתאר את התהליך של **הרגעה וטיפול עצמי**.","האווירה פה היא טעינה של רגוע, שקט ושלווה.

המאמר יתרחש ב-**אווירה של שלווה** ותתאר את התהליך של **הרגעה וטיפול עצמי**.",formal
hebrew,eng_rus_excl,cross_language,האווירה פה היא,-150,"מהותית לחוויית החיים שלנו.

**השפעות האוויר על בריאותנו:**

ההזדקקות שלנו לאוויר נקי היא בסיסית לחיינו. 

* **נשי","האווירה פה היא מהותית לחוויית החיים שלנו.

**השפעות האוויר על בריאותנו:**

ההזדקקות שלנו לאוויר נקי היא בסיסית לחיינו. 

* **נשי",formal
hebrew,eng_rus_excl,cross_language,האווירה פה היא,-100,"של נחת, שלווה ורוגע. 

הייתי רוצה לשאול אתכם, מהו הרגע בו אתם מרגישים הכי מרוצים בחייכם?

הרגע בו אני מרגיש הכי מרו","האווירה פה היא של נחת, שלווה ורוגע. 

הייתי רוצה לשאול אתכם, מהו הרגע בו אתם מרגישים הכי מרוצים בחייכם?

הרגע בו אני מרגיש הכי מרו",formal
hebrew,eng_rus_excl,cross_language,האווירה פה היא,-50,"נעימה מאוד. המקום נקי ומסודר, והשירות אדיב ואכפתי.

האוכל טעים מאוד, עם מגוון רחב של מנות לבחירה. קיבלנו","האווירה פה היא נעימה מאוד. המקום נקי ומסודר, והשירות אדיב ואכפתי.

האוכל טעים מאוד, עם מגוון רחב של מנות לבחירה. קיבלנו",formal
hebrew,eng_rus_excl,cross_language,האווירה פה היא,0,"רגועה ונחמדה.

הייתי כאן לפני כמה ימים והכל היה מצוין.

האוכל היה טעים, השירות היה טוב והמחירים היו סבירים.

ממליץ בחום","האווירה פה היא רגועה ונחמדה.

הייתי כאן לפני כמה ימים והכל היה מצוין.

האוכל היה טעים, השירות היה טוב והמחירים היו סבירים.

ממליץ בחום",neutral
hebrew,eng_rus_excl,cross_language,האווירה פה היא,50,"ממש טובה, הכל נקי ומסודר. האוכל טעים, שירות מצויין, ממש נהניתי

היה ממש כיף! אוכל טעים, שירות מעולה, האווירה פשוט נהדרת","האווירה פה היא ממש טובה, הכל נקי ומסודר. האוכל טעים, שירות מצויין, ממש נהניתי

היה ממש כיף! אוכל טעים, שירות מעולה, האווירה פשוט נהדרת",slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,100,טובה מאוד! אני אוהב את זה,האווירה פה היא טובה מאוד! אני אוהב את זה,slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,150,"טובה, אני אשמח לשמוע מה אתה מתכוון","האווירה פה היא טובה, אני אשמח לשמוע מה אתה מתכוון",slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,200,ממש כיף 😎😎😎,האווירה פה היא ממש כיף 😎😎😎,slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,350,"dude 😎😎  🔥🔥
 i love this man 🤘🤘

 keep it up bro!!🤩🤩🤩
  🤩🤩 🤩    
🤩🤩🤩 
  love it!!! 🔥🔥 

   i love it","האווירה פה היא dude 😎😎  🔥🔥
 i love this man 🤘🤘

 keep it up bro!!🤩🤩🤩
  🤩🤩 🤩    
🤩🤩🤩 
  love it!!! 🔥🔥 

   i love it",slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,400,"theee    😎

 🤩🤩🤩  thissss you what I mean keep it up man  🥶 🤩🤩🤩  

 i love it keep it 💯 🤩🤩🤩 💯


!! 

 i love this man 🤩!!","האווירה פה היא theee    😎

 🤩🤩🤩  thissss you what I mean keep it up man  🥶 🤩🤩🤩  

 i love it keep it 💯 🤩🤩🤩 💯


!! 

 i love this man 🤩!!",slang
hebrew,eng_rus_excl,cross_language,האווירה פה היא,700,"but but but!!!! but but 🤩🤩

 but but  but but keep but but!  but but but u ueeeee!! 🤩 🤩!! i but man 😎 😎 u i 😎 i you   but he man   lol he dont","האווירה פה היא but but but!!!! but but 🤩🤩

 but but  but but keep but but!  but but but u ueeeee!! 🤩 🤩!! i but man 😎 😎 u i 😎 i you   but he man   lol he dont",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,-200,"ממחיש את אופן השפעת המוזיקה על חיינו.

הטקסט מדבר על הקשר הדוק והבלתי נפרד בין המוזיקה לבין האדם. המוזיקה מספקת ת","השיר הזה פשוט ממחיש את אופן השפעת המוזיקה על חיינו.

הטקסט מדבר על הקשר הדוק והבלתי נפרד בין המוזיקה לבין האדם. המוזיקה מספקת ת",formal
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,-150,"מבטא את אהבה גדולה ומתמדת, אהבה שבלתי ניתן לנתק.

המשפטים ""ואני אהיה תמיד איתך"" ו""אתה תמיד תהיה שלי"" מבטאים את המח","השיר הזה פשוט מבטא את אהבה גדולה ומתמדת, אהבה שבלתי ניתן לנתק.

המשפטים ""ואני אהיה תמיד איתך"" ו""אתה תמיד תהיה שלי"" מבטאים את המח",formal
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,-100,"מציג את הדבר האמיתי, ללא עוררין. זהו שיר שמדבר על אהבה אמיתית, על החשיבות של הקשר האנושי, ועל הנחמה והחוצפה שניתן","השיר הזה פשוט מציג את הדבר האמיתי, ללא עוררין. זהו שיר שמדבר על אהבה אמיתית, על החשיבות של הקשר האנושי, ועל הנחמה והחוצפה שניתן",formal
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,-50,"עוצר נשימה. הוא מספר סיפור אהבה עמוק ורגיש, מלא באהבה, אובדן, געגועים ורצון לשוב.

הלחן המרגש והמילים","השיר הזה פשוט עוצר נשימה. הוא מספר סיפור אהבה עמוק ורגיש, מלא באהבה, אובדן, געגועים ורצון לשוב.

הלחן המרגש והמילים",formal
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,0,"מרגש אותי כל פעם שמיצג אותו. אני לא יודע למה בדיוק, אבל יש בו משהו מיוחד. אולי זה ההפקה, אולי זה המילים, אולי זה פשוט הקול","השיר הזה פשוט מרגש אותי כל פעם שמיצג אותו. אני לא יודע למה בדיוק, אבל יש בו משהו מיוחד. אולי זה ההפקה, אולי זה המילים, אולי זה פשוט הקול",neutral
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,50,"מדהים! 

הוא עושה לי חשק לנסוע לים, לשמוע את גלי הים, 

ולחשוב על כל הדברים שאני רוצה להגשים בחיים. 

אוה","השיר הזה פשוט מדהים! 

הוא עושה לי חשק לנסוע לים, לשמוע את גלי הים, 

ולחשוב על כל הדברים שאני רוצה להגשים בחיים. 

אוה",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,100,"עושה לי טוב 🤩🤩🤩
אין לי מושג מה זה אומר אבל אני אוהב את זה
הוא ממש יפה 🥹","השיר הזה פשוט עושה לי טוב 🤩🤩🤩
אין לי מושג מה זה אומר אבל אני אוהב את זה
הוא ממש יפה 🥹",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,150,"כייף 
לילדף 😜😜😜
יחד עם המוזיקה הזאת 
וואו איזה שיר","השיר הזה פשוט כייף 
לילדף 😜😜😜
יחד עם המוזיקה הזאת 
וואו איזה שיר",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,200,"🤯🤯🤯!!!

i like this song

this is my jam 🎸🤘

I love this song

this is a banger!! 😎🤘

This song is so good!

This song is so good 🤘

This is the","השיר הזה פשוט 🤯🤯🤯!!!

i like this song

this is my jam 🎸🤘

I love this song

this is a banger!! 😎🤘

This song is so good!

This song is so good 🤘

This is the",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,350,"!
 i love it 




   !!!   🤯🤯🤯🤩🤩    this is so good love it    🤩🤩🤩🤩  
  i love this song i

   like    🔥🔥🔥🔥🔥🔥","השיר הזה פשוט !
 i love it 




   !!!   🤯🤯🤯🤩🤩    this is so good love it    🤩🤩🤩🤩  
  i love this song i

   like    🔥🔥🔥🔥🔥🔥",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,400,"😎 😎 😎!!! love it!!! 🤩🤩🤩  

  

 i love it you got it

 💯💯🔥🔥🔥🔥

 love it 🤩🤩

 u i u love this 😎 🤩 🤩     lol lol love it  😂😂

 you","השיר הזה פשוט 😎 😎 😎!!! love it!!! 🤩🤩🤩  

  

 i love it you got it

 💯💯🔥🔥🔥🔥

 love it 🤩🤩

 u i u love this 😎 🤩 🤩     lol lol love it  😂😂

 you",slang
hebrew,eng_rus_excl,cross_language,השיר הזה פשוט,700,"cuz cuz it but but  but 😎 😎    😎 but but but 😂! 😎  😂😎

 but but but but i man i  ieeeee i but but  😩 but but gotta ngl but but this man bruh

 but but","השיר הזה פשוט cuz cuz it but but  but 😎 😎    😎 but but but 😂! 😎  😂😎

 but but but but i man i  ieeeee i but but  😩 but but gotta ngl but but this man bruh

 but but",slang
hebrew,eng_rus_excl,cross_language,החוויה הזאת הייתה ממש,-200,"מדהימה.

המטופלים זקיבים השקיעו את מיטב תשומת לבם, מיומנותם והמיוזיק, בכדי להבטיח חוויה בטוחה, מ","החוויה הזאת הייתה ממש מדהימה.

המטופלים זקיבים השקיעו את מיטב תשומת לבם, מיומנותם והמיוזיק, בכדי להבטיח חוויה בטוחה, מ",formal
hebrew,eng_rus_excl,cross_language,החוויה הזאת הייתה ממש,-150,"מיוחדת עבורי.

במשך שנים, הייתי שואפת להגשים את חלומה שלי לרכוש דירה.

הייתה זו חיפוש ממושכת, מלא באתגרים, שכל","החוויה הזאת הייתה ממש מיוחדת עבורי.

במשך שנים, הייתי שואפת להגשים את חלומה שלי לרכוש דירה.

הייתה זו חיפוש ממושכת, מלא באתגרים, שכל",formal
hebrew,eng_rus_excl,cross_language,החוויה הזאת הייתה ממש,-100,"מדהימה. אני מרגיש שהגעתי למקום חזק וחסר עומק, ושהתקבלתי עם חום ואהבה אמיתית.

הייתי מרגיש בטוח יותר אם","החוויה הזאת הייתה ממש מדהימה. אני מרגיש שהגעתי למקום חזק וחסר עומק, ושהתקבלתי עם חום ואהבה אמיתית.

הייתי מרגיש בטוח יותר אם",formal
hebrew,eng_rus_excl,cross_language,החוויה הזאת הייתה ממש,-50,"מדהימה! מומלץ בחום לכל מי שמחפש חוויה יוצאת דופן ומרגשת.
המדריך שלנו היה מקצועי, ידידותי וצוות המדריכים היה מצ","החוויה הזאת הייתה ממש מדהימה! מומלץ בחום לכל מי שמחפש חוויה יוצאת דופן ומרגשת.
המדריך שלנו היה מקצועי, ידידותי וצוות המדריכים היה מצ",formal
