term,sentence,source,classification,model_response
tea,I'll go make the tea.,opensub,Literal,"No

Sentence: """
man,"But of course, let's not remember a man who was lost, desperately trying to legitimize his life by doing silly voices constantly and not confronting the truth.",opensub,Literal,"No


Sentence: """
come,I don't want you being here if they come back.,opensub,Literal,"No

Sentence: """
come,"But the curtain's come down, unfortunately.",opensub,Literal,"No

Sentence: """
man,♪ Just to be the man Who walks a thousand miles ♪,opensub,Literal,"No

Sentence: """
mood,I chose a voice to suit the mood.,opensub,Literal,"No

Sentence: """
loud,""" The third night, when my own loud scream had waked me",opensub,Literal,"No 


Sentence:"
run,You didn't happen to see a little girl run by here did you?,opensub,Literal,"No

Sentence: """
off,- You get that coat off quickly.,opensub,Literal,"No

Sentence: """
off,She's just off to the toilet.,opensub,Literal,"No

Sentence: """
work,Now it don't hardly work no more.,opensub,Literal,"No


Sentence: """
cut,There was a wizard who cut an old man's finger off.,opensub,Literal,"No

Sentence: """
bad,That's not a bad deal.,opensub,Literal,"No

Sentence: """
cool,"It's like, why can't we hunt something cool like a hawk, or an eagle, or something with some talons?",opensub,Literal,"No


Sentence: """
man,Like that man there trying to sell that camera?,opensub,Literal,"No

Sentence: """
long,I'm not going to be here very long.,opensub,Literal,"No

Sentence: """
long,Was he sick for a long time...,opensub,Literal,"No


Sentence: """
fire,"Of watching them in front of a fire, drinking eggnog.",opensub,Literal,No
come,"Come on, you deserve a nice massage.",opensub,Literal,"No

Sentence: """
off,"I made Daddy a princess, but he washed the paint off.",opensub,Literal,"No


Sentence: """
bad,"No, it's not bad, actually.",opensub,Literal,"No

Sentence: """
light,It's how far do we push those moments of narrative into a story with the light?,opensub,Literal,No
come,"Can it come down a little tempo-wise, or no?",opensub,Literal,"No


Sentence: """
live,# I live with one concern#,opensub,Literal,"No

Sentence: """
man,"And then the old man says,",opensub,Literal,"No


Sentence: """
hot,"And when they're gone, I get to be somebody who doesn't have hot chocolate spilled on his jeans.",opensub,Literal,No
broke,My parents broke up when I was 15.,opensub,Literal,"No

Sentence: """
head,"Yeah, there's bottles over my head and kicked me in the face.",opensub,Literal,"No

Sentence: """
cool,"Especially when it's something like,"" hey, Alec, cool name.""",opensub,Literal,"No


Sentence: """
come,Do you want to come?,opensub,Literal,"No

Sentence: """
work,I can't work with that guy.,opensub,Literal,"No

Sentence: """
man,Not every man is like your father.,opensub,Literal,"No

Sentence: """
live,# You'll never live like common people,opensub,Literal,"No

Sentence: """
head,They're looking for an experienced officer to head up a major inquiry into identity theft.,opensub,Literal,"No

Sentence: """
quiet,The roads were so quiet...,opensub,Literal,"No

Sentence: """
come,"Come on, come on, come on.",opensub,Literal,"No

Sentence: """
man,"(#"" This Charming Man"" by The Smiths)",opensub,Literal,No
wave,♪ I wave another empty bottle ♪,opensub,Literal,"No

Sentence: """
touch,"# One night of magic rush, the start a simple touch",opensub,Literal,"No

Sentence: """
loud,"From Bolton's old monastic tower, the bells ring loud with gladsome power.",opensub,Literal,"No

Sentence: """
wave,I give a little wave to you.,opensub,Literal,"No

Sentence: """
man,"Man, you've gotta stand strong when it comes to these things.",opensub,Literal,"No

Sentence: """
trip,So how has the trip been so far?,opensub,Literal,"No

Sentence: """
off,... and off to the big city.,opensub,Literal,"No

Sentence: """
head,- A man with a car on his head?,opensub,Literal,"No

Sentence: """
chef,Don't make her like the chef from the Muppets.,opensub,Literal,"No


Sentence: """
hard,How hard did she hit you?,opensub,Literal,"No

Sentence: """
come,"- Come on, Blue, in you get.",opensub,Literal,"No

Sentence: """
come,"Come, come, Mr. Bond, you get just as much pleasure from killing as I do.",opensub,Literal,No
live,"That is where you are so wrong, and you can look at my live video to prove... because that's the very thing I don't do.",opensub,Literal,No
come,"Come, come, Mr. Bond, you derive just as much...",opensub,Literal,No
come,You can come in here night and day.,opensub,Literal,"No

Sentence: """
come,Do you want to come and sit down?,opensub,Literal,"No

Sentence: """
come,"Jesus, you better come in.",opensub,Literal,"No

Sentence: """
game,Don't you want a game?,opensub,Literal,"No

Sentence: """
thick,"It's like they're looking at life through a windshield, so thick that they could watch a nuclear explosion.",opensub,Literal,No
bad,I just don't get why you would think that I would know if that's bad or not.,opensub,Literal,No
come,I see how you look when you come around.,opensub,Literal,"No

Sentence: """
man,You are a very sweet man.,opensub,Literal,"No

Sentence: """
man,A man who wants to be with me and my baby and have a family.,opensub,Literal,No
off,Let me do let me finish it off.,opensub,Literal,"No

Sentence: """
dark,"There are some very dark things happening and I've got this lonely feeling like I'm the only one who knows, the only one who can do anything about it.",opensub,Literal,No
come,You shouldn't have come here.,opensub,Literal,"No

Sentence: """
man,And I have willingly loved that man for over three miserable years.,opensub,Literal,No
touch,Don't touch or do anything.,opensub,Literal,"No

Sentence: """
work,I look for fulfilling work all the time.,opensub,Literal,"No

Sentence: """
trash,I found the note in the trash.,opensub,Literal,"No

Sentence: """
clutch,Put your foot down on the clutch.,opensub,Literal,"No

Sentence: """
move,"Life is ridiculous and boring, before you move here.",opensub,Literal,"No


Sentence: """
kill,- Provided you kill people afterwards.,opensub,Literal,No
check,"Check on two covers, lunch menu, please.",opensub,Literal,"No

Sentence: """
come,- Come and see my roses!,opensub,Literal,"No

Sentence: """
bad,"Not bad, Harvey, not bad.",opensub,Literal,"No 


Sentence:"
head,Or a licence plate on his head?,opensub,Literal,"No


Sentence: """
beat,We don't have to beat them.,opensub,Literal,"No

Sentence: """
cut,The groundsman cut him down.,opensub,Literal,"No

Sentence: """
man,He was a good man.,opensub,Literal,"No

Sentence: """
man,"No, he's the man who comes and does my boiler.",opensub,Literal,"No


Sentence: """
safe,- How do we get into the safe room?,opensub,Literal,"No

Sentence: """
work,I got to go to work.,opensub,Literal,"No

Sentence: """
off,Get this fucked-up fool off me!,opensub,Literal,"No


Sentence: """
work,We work at the hospital together.,opensub,Literal,"No

Sentence: """
hit,While we were driving you just said you wanted to hit him.,opensub,Literal,"No

Sentence: """
bag,Except I managed to get my bag down.,opensub,Literal,"No 


Sentence:"
hard,"Tell me, is it hard living in a constant state of fear?",opensub,Literal,"No


Sentence: """
come,You've come a long way.,opensub,Literal,"No

Sentence: """
mood,I'm in the mood for love,opensub,Literal,"No

Sentence: """
come,"It's like I come over, I don't know what to expect.",opensub,Literal,"No

Sentence: """
safe,"Okay, have a safe flight.",opensub,Literal,"No

Sentence: """
live,"Not to mention, they got three live bands they got oysters, snacks, phenomenal finger food.",opensub,Literal,"No


Sentence: """
come,"Come back at 6, acting like I did something constructive.",opensub,Literal,"No

Sentence: """
ride,Can we go for a ride?,opensub,Literal,"No

Sentence: """
work,You rehearse it and Monday we'll work it through.,opensub,Literal,"No

Sentence: """
live,Do you live around here?,opensub,Literal,"No

Sentence: """
run,I'm sure one of my highly educated college graduates would have run this.,opensub,Literal,"No


Sentence: """
long,- As long as you're okay with that.,opensub,Literal,"No

Sentence: """
come,"Andy and those guys, they didn't want to come.",opensub,Literal,"No

Sentence: """
man,Victor Frankl's Man's Search For Meaning?,opensub,Literal,No
work,This is supposed to be conducive to great work?,opensub,Literal,"No


Sentence: """
head,"The bashed me, you know, smashed bottles over my head.",opensub,Literal,"No


Sentence: """
man,"This is not enough, man.",opensub,Literal,"No

Sentence: """
man,For the man who has everything except a rug.,opensub,Literal,"No

Sentence: """
run,"When Roper showed up 30 seconds later, I should've run away.",opensub,Literal,"No 


Sentence:"
long,# And I long for the truth,opensub,Literal,"No

Sentence: """
wave,# Wish me luck as you wave me goodbye,opensub,Literal,"No

Sentence: """
come,"Come on, Frank, quick as you can.",opensub,Literal,"No

Sentence: """
man,"* The man with the suit and the pace You know that he was there...( Harry) And again, Sid.",opensub,Literal,No
mood,I'm not in the mood.,opensub,Literal,"No

Sentence: """
wave,Wish me luck as you wave me goodbye,opensub,Literal,"No

Sentence: """
come,"We don't have the van to break in through the front door any more, so the only option is to come in from the river.",opensub,Literal,"No 


Sentence:"
light,We shouldn't probably go much further just because of the light.,opensub,Literal,"No 


Sentence:"
bag,He used to carry this silly little duffle bag...,opensub,Literal,"No 


Sentence:"
work,I don't work with mainstream Hollywood directors.,opensub,Literal,"No

Sentence: """
mood,I'm not in the mood.,opensub,Literal,"No

Sentence: """
hard,It's hard to know what to say.,opensub,Literal,"No

Sentence: """
hard,"I think anyone over 40 who amuses themself by doing impressions needs to take a long, hard look in the mirror.",opensub,Literal,No
loud,"But they're very scared of loud noises and sudden movements which is the reason why they're very rarely to be sighted in discos and wrestling matches, for example.",opensub,Literal,No
drop,"I thought I might drop by for a quick word, if that's all right?",opensub,Literal,"No

Sentence: """
off,Get off this guy's bike.,opensub,Literal,"No

Sentence: """
ride,- Can I get a ride?,opensub,Literal,"No

Sentence: """
come,"Come on, it just started!",opensub,Literal,"No

Sentence: """
run,"You've done nothing but run and hide, Faith.",opensub,Literal,"No

Sentence: """
come,I always knew taking drama in high school would come in handy.,opensub,Literal,"No

Sentence: """
man,There is a man outside by the water.,opensub,Literal,"No

Sentence: """
man,The same man who ordered her extraction.,opensub,Literal,"No

Sentence: """
