SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
"Police describe the alleged killer as a Caucasian male, approximately six feet tall, wearing a dark hooded sweatshirt and knit cap.","Then they say the suspect made Vincent's teenage daughter choose which parent should die, threatening to kill the entire family if she didn't. <i> Police describe the alleged killer as a Caucasian male, approximately six feet tall, wearing a dark hooded sweatshirt and knit cap. </i> Vincent was best known for his role in the highly publicized Wilshire Barrett case.",4218973,153,US,2011,"cap, dark"
"Yeah, go ahead and check them.","I'm glad you said that, because it makes what I'm about to do a whole lot easier. <i> Yeah, go ahead and check them. </i> Did you just unfriend me?",6185084,493,US,2015,check
First up is your very own varsity cheerleading squad:,"[ Man] Colleen, we love you:! <i> First up is your very own varsity cheerleading squad: </i> No!",186160,1719,US,2004,squad
It only matters if you try as hard as you can-- if you give it every ounce of,"it doesn't matter if you win or lose: <i> It only matters if you try as hard as you can-- if you give it every ounce of </i> So, what do you say?",186160,1656,US,2004,hard
You do not think this is hot?,- No. <i> You do not think this is hot? </i> No.,3807079,683,UK,2005,hot
Come and listen to this.,Holly! <i> Come and listen to this. </i> Sit down.,3807079,747,UK,2005,come
* Come share this golden age...,* In fortnightly instalments <i> * Come share this golden age... </i> Tony Blair was carried into Downing Street today..... on a political landslide..... and on a wave of Labour jubilation.,4030209,918,UK,2003,come
"We were sat in Rockfield and Alan McGee come and said....."" Well, they've moved their single back.""","We were quite offended at the time. <i> We were sat in Rockfield and Alan McGee come and said....."" Well, they've moved their single back."" </i> They had it ready to go two weeks before,..... and they decided to move it back so it was on the same day as ours.",4030209,531,UK,2003,come
"Look, I like you a lot, but chances to star in a film don't come along every day.","Doesn't matter now. <i> Look, I like you a lot, but chances to star in a film don't come along every day. </i> If you're talented, they do.",7039857,1594,UK,2016,come
Helen is off on her leadership training course on Wednesday.,Time is of the essence. <i> Helen is off on her leadership training course on Wednesday. </i> Can I let you know?,6910409,60,UK,2014,off
Nicey Pricey is bad news.,"Give it up, mate. <i> Nicey Pricey is bad news. </i> She would chew you up and spit you out.",4629499,104,UK,2012,bad
It does not work without the sex.,What? <i> It does not work without the sex. </i> I never said it...,6910409,846,UK,2014,work
We're trying to find a better way to live.,That's just a means to an end. <i> We're trying to find a better way to live. </i> You can't expect someone like me to buy into all this.,6910409,419,UK,2014,live
- They don't do work in longterm prisons.,- No. <i> - They don't do work in longterm prisons. </i> - It's vocational training.,5151994,100,UK,2008,work
"You animals, get off him!","Get off him! <i> You animals, get off him! </i> Help!",4177060,126,UK,2009,off
And the cops are in the cop shop making tea.,The train is in the station. <i> And the cops are in the cop shop making tea. </i> Where are the robbers?,5681039,705,UK,2004,tea
"Go on, make it work.","In my pocket. <i> Go on, make it work. </i> Calm down, bruv.",4177060,653,UK,2009,work
"Do you, uh, live around here?","Yeah, I'm good. <i> Do you, uh, live around here? </i> No, I'm just...",6997754,252,UK,2012,live
"Head of a think-tank, instrumental in planning the war on terror.","Your target is an American neo-con. <i> Head of a think-tank, instrumental in planning the war on terror. </i> His daughter is getting married to an Englishman.",6997754,933,UK,2012,head
Would you like a cup of tea?,Robert De Niro. <i> Would you like a cup of tea? </i> Fuck off.,4987950,87,UK,2011,tea
"Cowardly way the bombs were lit in a public place, nature of the types of explosives, and it seems to be...","( Crispin) Well, I think it's too early for us to speculate as to who's involved, but, um, the hallmarks of the bombing really do point to home-grown Islamic terrorism. <i> Cowardly way the bombs were lit in a public place, nature of the types of explosives, and it seems to be... </i> Off you 9 °",6997754,283,UK,2012,lit
"And when he died, he was succeeded by his son Edward, but it didn't last very long.","When King Henry VIII was dying, he smelled so rotten because of all the pus from the disease that people were actually sick if they went near him. <i> And when he died, he was succeeded by his son Edward, but it didn't last very long. </i> In fact, it was rather boring.",4204063,1709,UK,2009,long
'Been awful sick for a number of reasons.,"'Life's been mad for me in the past 12 months. <i> 'Been awful sick for a number of reasons. </i> 'I don't know if it got in the papers to you,'but Samuel got attacked by that dog.",4987950,979,UK,2011,sick
Will you drop that in for me when you go?,"Well, she already had the perfect candidate. <i> Will you drop that in for me when you go? </i> Thank you.",4864547,1541,UK,2012,drop
How come you got wounded?,It's all flies and sand. <i> How come you got wounded? </i> Maybe I shot myself in the foot.,5052284,655,UK,2002,come
"His brutal touch, your reward for being a part of the relay squad.","Carl will be yours throughout the season. <i> His brutal touch, your reward for being a part of the relay squad. </i> I'll be gentle.",4683078,286,UK,2012,"squad, touch"
♪ Don't come round here no more You could get robbed for,"♪ We're poor round here Run home and lock your door <i> ♪ Don't come round here no more You could get robbed for </i> ♪ Real, yeah, because my manors ill",6010762,2504,UK,2012,come
"Actually, I'm kind of counting on that, so we got about 4 hours to kill here, and I'm just kind of... curious to know whether you can handle the protégé.","Clever girl. <i> Actually, I'm kind of counting on that, so we got about 4 hours to kill here, and I'm just kind of... curious to know whether you can handle the protégé. </i> It's not like that.",4471635,1060,UK,2010,kill
"♪ Ripped up the world, I thought I knew ♪","♪ I faced my devils but still broke through ♪ <i> ♪ Ripped up the world, I thought I knew ♪ </i> ♪ Now all I want is shining you ♪",4471635,1343,UK,2010,ripped
You want to take your hands off me?,"That's my client. <i> You want to take your hands off me? </i> And, Detective, you want to tell me where you're taking my client?",4471635,581,UK,2010,off
"YOU CAN STAY OUT THERE AS LONG AS YOU WANT, WE'RE NOT GOING TO LET YOU IN.","WE'RE ALL FINE. <i> YOU CAN STAY OUT THERE AS LONG AS YOU WANT, WE'RE NOT GOING TO LET YOU IN. </i> HOW DO WE KNOW SHE'S NOT MAKING THEM SAY THAT?",5837569,1036,UK,2002,long
TIM WAS DEAD AND DAMIEN WAS GONE.,"TIM KNOCKED ME OUT, AND THEN WHEN I WOKE UP, <i> TIM WAS DEAD AND DAMIEN WAS GONE. </i> YOU SHOULD BE PLEASED.",5837569,1179,UK,2002,dead
"- Right, come on, get out.","The policeman comes up to the girl. <i> - Right, come on, get out. </i> - Don't talk bloody silly.",4136037,134,UK,2010,come
I don't think it's ever something you come to terms with.,""" I won't do that and I'll sit back and you know, I'll write to you and maybe see you and see how long you get and see what you come out like."" <i> I don't think it's ever something you come to terms with. </i> Erm, the fact of the matter was, I was responsible.",4136037,1215,UK,2010,come
"Come on, we're going now.","Terence, Brendan! <i> Come on, we're going now. </i> Quick!",5461631,370,UK,2003,come
Think that might take me too long.,"The trouble is, I'm not much of a thinker. <i> Think that might take me too long. </i> The longer the better.",4527521,65,UK,2012,long
I'd go and have a nice cup of tea.,"Nah. <i> I'd go and have a nice cup of tea. </i> You can do that in here, too.",4527521,37,UK,2012,tea
And when I come home When I come home,"I'm gonna be the man who goes along with you <i> And when I come home When I come home </i> Yes, I know I'm gonna be",4107485,1227,UK,2010,come
"Like many of you, my colleague Mr. Hare and I came to this land looking for work.","My name is William Burke. <i> Like many of you, my colleague Mr. Hare and I came to this land looking for work. </i> We've dug canals, we've built roads, we've started a new life.",4107485,45,UK,2010,work
We would be dead heads on the fence to impale.,- Wait. <i> We would be dead heads on the fence to impale. </i> Then he laughs no more.,5742017,816,UK,2010,dead
I'll go down the shops and get something nice for tea.,You'd have to be in a chopper to catch someone in one of these. <i> I'll go down the shops and get something nice for tea. </i> Choc-choc chip ice-cream to celebrate a win.,6338678,217,UK,2008,tea
'We tape newspaper to the window to keep out the cold.,' <i> 'We tape newspaper to the window to keep out the cold. </i> 'And we found a use for all the unpaid bills.',6338678,842,UK,2008,cold
"If we'd stopped every game, then panic...","We didn't know which one. <i> If we'd stopped every game, then panic... </i> - My baby!",6338678,767,UK,2008,game
"Them bullets were meant for me, man.","Why'd you miss the funeral? <i> Them bullets were meant for me, man. </i> I fucked that little black girl, Reggie's little sister.",3468388,838,US,2007,man
"Hey, you guys, I feel sick.","This ain't no free show. <i> Hey, you guys, I feel sick. </i> Yo, let me hit that.",3468388,553,US,2007,sick
"Walter, how long before you get your driver's license back?","- Just drive! <i> Walter, how long before you get your driver's license back? </i> You tired of driving me already?",5697912,79,US,2012,long
Some choose to run from it by having as much fun as humanly possible.,"- Lookit, Faith, everyone deals with pain or the past differently. <i> Some choose to run from it by having as much fun as humanly possible. </i> Others choose to run from it and hide.",3877824,463,US,2009,run
How long has he been housed with you?,WOMAN: <i> How long has he been housed with you? </i> LT.,5536320,1483,US,2014,long
You can just live here as long as you need to.,You should... <i> You can just live here as long as you need to. </i> I can't.,5697912,1503,US,2012,"live, long"
Just run off someplace new where no one knows you.,It'd be so dang easy. <i> Just run off someplace new where no one knows you. </i> Completely reinvent yourself.,3877824,389,US,2009,"off, run"
"I mean, come on, Faith.","- Yesiree, ma'am. <i> I mean, come on, Faith. </i> We're young.",3877824,166,US,2009,come
"Come on, we gotta move.","Can you feel your legs? <i> Come on, we gotta move. </i> We gotta move.",5838045,580,US,2014,"come, move"
"The work I did at the end of our marriage making dinners, being attentive.","Joan, let me ask you something. <i> The work I did at the end of our marriage making dinners, being attentive. </i> It never was gonna make a difference.",241730,1361,US,2005,work
